Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Jeanne Ferrante,1996,For the development of intermediate program representations for program optimization and parallelization that are fundamental to current optimizing compilers.,4,"programming, contributions, languages, language, program, compilers",0,2,35.89805,-11.366803,2.412522,3.97638,https://awards.acm.org/award-recipients/ferrante_2284206,https://dblp.org/pid/f/JeanneFerrante,https://scholar.google.com/citations?user=sMN63KwAAAAJ,UC San Diego
Jeffrey Jaffe,1996,For outstanding achievements in the development of effective and influential distributed routing algorithms for peer networking and for many professional contributions to computer communication research.,9,"contributions, internet, protocols, network, networks, networking",-1,1,28.531025,21.86778,5.462944,2.8118358,https://awards.acm.org/award-recipients/jaffe_1816776,https://dblp.org/pid/00/5350,,
John Rice,1996,For leadership in establishing the discipline of mathematical software and in founding the journal ACM Transactions on Mathematical Software. For leadership in developing high level systems and problem solving environments for scientific and numerical applications. For serving to the computing profession in editorial and administrative positions.,11,"computer, acm, science, contributions, computing, years",-1,6,-10.910269,13.477056,3.979661,7.2827926,https://awards.acm.org/award-recipients/rice_1062546,https://dblp.org/pid/06/3409,https://scholar.google.com/citations?user=Z2NsxiQAAAAJ,"Professor of Computational and Applied Mathematics, Rice University"
Jose L. Encarnacao,1996,"Jose Encarnacao was awarded the SIGGRAPH Steven A. Coons Award for Outstanding Creative Contributions to Computer Graphics for 1995.  Dr. Jose Encarnacao is being recognized for his leadership in the international graphics standard efforts, and for his leadership in projects applying computer graphics to a broad range of industrial and medical applications.",11,"computer, acm, science, contributions, computing, years",-1,8,-17.834831,29.879086,3.7639868,7.1057806,https://awards.acm.org/award-recipients/encarnacao_1154509,https://dblp.org/pid/e/JLEncarnacao,,
Kurt B Akeley,1996,"In recognition of his contributions to the architecture, design, and realization of high performance 3D graphics hardware systems. These architectures define not only his company, but provide the high-performance 3D graphic facilities which enable scient",8,"contributions, design, memory, computer, architecture, systems",-1,9,-46.715633,7.409977,4.0514636,6.446921,https://awards.acm.org/award-recipients/akeley_2777811,,,
Larry Stockmeyer,1996,"For several fundamental contributions to computational complexity theory, which have significantly affected the course of this field.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-6.6739593,-14.231543,6.347957,4.3607426,https://awards.acm.org/award-recipients/stockmeyer_1438050,https://dblp.org/pid/40/805,,
Lawrence H Landweber,1996,"Lawrence H. Landweber has been a pioneer in the development of computer networks to support research and education. Accomplishments include his founding role in CSNET, the first community-based network, and his contribution to the internationalization of the Internet.",11,"computer, acm, science, contributions, computing, years",-1,8,-11.785331,32.930073,3.3778503,7.3475895,https://awards.acm.org/award-recipients/landweber_1036110,https://dblp.org/pid/98/645,,
Maria Klawe,1996,"For outstanding technical, educational, and disciplinary leadership, and for significant contributions to theoretical computer science and to educational applications of computing technology.",11,"computer, acm, science, contributions, computing, years",-1,18,-1.7737529,21.885489,4.3424554,7.31982,https://awards.acm.org/award-recipients/klawe_1960913,https://dblp.org/pid/00/5675,,
Mark Wegman,1996,"For contributions to compiler technology and to the design, implementation, and analysis of algorithms.",4,"programming, contributions, languages, language, program, compilers",0,18,35.264412,-14.564711,2.3087027,4.065457,https://awards.acm.org/award-recipients/wegman_3183738,https://dblp.org/pid/99/95,https://scholar.google.com/citations?user=8VUDeVsAAAAJ,UC Berkeley and IBM
Marshall C Yovits,1996,"For efforts in establishing the Computer Science Conferences, for development of educational programs in Computer Science, and for the early support of seminal computer research.",11,"computer, acm, science, contributions, computing, years",-1,8,-4.1384134,19.500502,4.3419447,7.415071,https://awards.acm.org/award-recipients/yovits_1134352,https://dblp.org/pid/35/4097,,
Mary Jane Irwin,1996,"For contributions to computer arithmetic, digital signal processing architectures, and electronic CAD and outstanding service to ACM/SIG activities.",8,"contributions, design, memory, computer, architecture, systems",-1,6,11.809348,28.416552,3.0353818,2.8186495,https://awards.acm.org/award-recipients/irwin_1411388,https://dblp.org/pid/i/MaryJaneIrwin,https://scholar.google.com/citations?user=4Mj-BjwAAAAJ,"Emerita Evan Pugh University Professor, CSE, Penn State University"
Mary K Vernon,1996,For fundamental contributions to performance analysis of parallel computer architectures and for leadership in the computing research community.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,15.845968,13.204172,4.0106277,3.8388665,https://awards.acm.org/award-recipients/vernon_1777267,https://dblp.org/pid/v/MaryKVernon,,
Mary M Shaw,1996,"For significant contributions to software engineering, especially in the areas of software architecture, abstract data types, and software engineering education.",3,"software, contributions, engineering, testing, community, analysis",-1,7,14.972112,-17.16671,2.1615784,6.313185,https://awards.acm.org/award-recipients/shaw_1037829,https://dblp.org/pid/93/5634,https://scholar.google.com/citations?user=CTXoO1AAAAAJ,"AJ Perlis University Professor of Computer Science, Carnegie Mellon Univeristy"
Michael A Harrison,1996,"For his rare combination of fundamental theoretical contributions in automata theory and formal languages, service to ACM, and entrepreneurial contributions.",4,"programming, contributions, languages, language, program, compilers",-1,6,17.201061,-22.68755,3.3439138,6.1295958,https://awards.acm.org/award-recipients/harrison_1013374,https://dblp.org/pid/h/MichaelAHarrison,https://scholar.google.com/citations?user=OO0PBNoAAAAJ,Innovation Center for Biomedical Informatics / Lombardi Comprehensive Cancer Center …
Michael E Lesk,1996,"For outstanding contributions to Unix, research in Information Retrieval, and the design and implementation of multimedia Digital Libraries.",6,"database, contributions, data, systems, management, databases",-1,0,-26.514624,-32.144753,6.2887897,6.962204,https://awards.acm.org/award-recipients/lesk_1118207,https://dblp.org/pid/l/MichaelELesk,,
Michael J Fischer,1996,"For outstanding technical contributions to theoretical computer science, and for dedicated service to the computer science community.",11,"computer, acm, science, contributions, computing, years",-1,6,-5.2175217,-6.604132,4.430867,6.8844676,https://awards.acm.org/award-recipients/fischer_1027952,https://dblp.org/pid/f/MichaelJFischer,,
Narendra Ahuja,1996,"For contributions to computer vision including hierarchical representation, active sensing, analysis guided synthesis, multidimensional modeling, computational sensors, and multiprocessor architectures.",0,"vision, contributions, computer, graphics, image, geometry",-1,17,-45.180035,-6.739405,9.06563,6.799076,https://awards.acm.org/award-recipients/ahuja_1711084,https://dblp.org/pid/30/3572,https://scholar.google.com/citations?user=dY7OSl0AAAAJ,"Donald Biggar Willet Professor, University of Illinois at Urbana-Champagn"
Narsingh Deo,1996,For his seminal contribution in applying graph theory to practical problems using computer and dissemination of knowledge through his books.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-29.459284,-4.754242,7.3166203,4.886873,https://awards.acm.org/award-recipients/deo_1481324,https://dblp.org/pid/93/4704,https://scholar.google.com/citations?user=2uiQgfMAAAAJ,"Millican Chair Professor of Computer Science, University of Central Florida"
Philip Heidelberger,1996,For contributions to the theory and practice of efficient discrete event simulations.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,2,7.207649,16.676441,5.1989765,4.3004103,https://awards.acm.org/award-recipients/heidelberger_1759711,https://dblp.org/pid/h/PhilipHeidelberger,https://scholar.google.com/citations?user=TvR9BgcAAAAJ,IBM Research (Retired)
Raj Jain,1996,"Proposed a new control-theoretic approach to computer systems modeling in the Doctoral Thesis, which was published in 'Outstanding Dissertations in Computer Sciences' series by Garland Publishing Co. of New York.",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,2,-9.510513,-5.8275995,5.690797,4.023304,https://awards.acm.org/award-recipients/jain_1562552,https://dblp.org/pid/320/0210,https://scholar.google.com/citations?user=runT3RsAAAAJ,"Professor of Computer Science and Engineering, Washington University in Saint Louis"
Edward M Reingold,1996,For significant research and educational contributions to data structures and the analysis of combinatorial algorithms.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-18.138857,-20.801756,7.492702,5.079592,https://awards.acm.org/award-recipients/reingold_1148444,https://dblp.org/pid/r/EMReingold,https://scholar.google.com/citations?user=UlQeH7AAAAAJ,"Prof Emeritus Comp Sci, UIUC & Ill Inst of Tech"
John E Savage,1996,"For fundamental contributions to theoretical computer science, information theory, and VLSI design, analysis and synthesis.",8,"contributions, design, memory, computer, architecture, systems",-1,6,5.33657,30.057262,3.280988,2.4254267,https://awards.acm.org/award-recipients/savage_1091867,https://dblp.org/pid/s/JohnESavage,https://scholar.google.com/citations?user=ASYT5QEAAAAJ,Vrije Universiteit Amsterdam
Abraham Silberschatz,1996,"For superb research contributions in the areas of databases, multimedia systems and concurrency control, outstanding contribution to Computer Science education and outstanding service to the ACM community.",6,"database, contributions, data, systems, management, databases",-1,2,-1.5635595,7.0589995,4.221965,5.807523,https://awards.acm.org/award-recipients/silberschatz_1405026,https://dblp.org/pid/s/AbrahamSilberschatz,,
John A Stankovic,1996,"For research, leadership and service in real-time computing.",7,"contributions, parallel, distributed, computing, systems, performance",-1,2,24.192204,0.80406016,4.591511,2.5466976,https://awards.acm.org/award-recipients/stankovic_1492735,https://dblp.org/pid/s/JohnAStankovic,,
Robert M Graham,1996,"He was a significant contributor to the deign and implementation of the Multics time-sharing system and the MAD compiler; SIGPLAN chairman; CACM department editor; National ACM Lecturer; University of Massachusetts Computer Science Department chairman; and author of the textbook, Principles of Systems Programming.",11,"computer, acm, science, contributions, computing, years",-1,8,-5.755472,17.097826,3.297257,7.0477257,https://awards.acm.org/award-recipients/graham_1013218,https://dblp.org/pid/g/RobertMGraham,,
Randy H. Katz,1996,"For contributions to computer system design, engineering education, and government service.",11,"computer, acm, science, contributions, computing, years",-1,6,0.38546485,21.726679,2.8983095,6.4943814,https://awards.acm.org/award-recipients/katz_1398320,https://dblp.org/pid/k/RandyHKatz,,
Ravi Sethi,1996,"For contributions to compiler technology, computer programming languages, scheduling, and analysis of algorithms.",4,"programming, contributions, languages, language, program, compilers",0,18,35.11314,-14.559647,2.3167133,4.0909166,https://awards.acm.org/award-recipients/sethi_1393677,https://dblp.org/pid/34/3026,https://scholar.google.com/citations?user=ID4wZFwAAAAJ,"Professor, Computer Science, The University of Arizona"
Richard E Nance,1996,"Dr. Nance's fundamental work in simulation environments has changed the profession. His unfailing effectiveness as editor, committee chair, and conference organizer helps make ACM successful.",11,"computer, acm, science, contributions, computing, years",-1,8,-12.518797,22.355581,3.7953105,7.8445196,https://awards.acm.org/award-recipients/nance_1074814,https://dblp.org/pid/92/2054,,
Richard R Muntz,1996,For contributions to the theory of queuing networks and their application to computer system performance evaluation.,9,"contributions, internet, protocols, network, networks, networking",-1,1,23.234283,24.77533,5.4512863,2.4595978,https://awards.acm.org/award-recipients/muntz_2656122,https://dblp.org/pid/m/RichardRMuntz,https://scholar.google.com/citations?user=e9OxXgwAAAAJ,"Professor of Computer Science, UCLA"
Ruzena Bajcsy,1996,For introducing the paradigm of Active Perception in the field of machine perception and establishing and maintaining a world class robotic and intelligent systems laboratory.,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-44.23248,-7.5151377,8.951035,7.1517286,https://awards.acm.org/award-recipients/bajcsy_1513548,https://dblp.org/pid/b/RuzenaBajcsy,https://scholar.google.com/citations?user=s9Ikf1EAAAAJ,
Sartaj K Sahni,1996,"For contributions to data structures, design and analysis of algorithms, multiprocessor scheduling, electronic computer aided design, and parallel computing.",8,"contributions, design, memory, computer, architecture, systems",-1,2,12.614053,12.387214,3.9128032,3.977092,https://awards.acm.org/award-recipients/sahni_1424753,https://dblp.org/pid/s/SartajSahni,,
TRN Rao,1996,For outstanding contributions to error-control coding theory and fault tolerant systems; and service to ACM Lectureship and Chapter activities.,9,"contributions, internet, protocols, network, networks, networking",-1,1,29.468912,10.716163,4.831654,2.8433094,https://awards.acm.org/award-recipients/rao_1788686,,https://scholar.google.com/citations?user=gPYnAHoAAAAJ,Senior Scientist
Takao Nishizeki,1996,"For contributions to the design and analysis of efficient algorithms for planar graphs, network flows and VLSI routing.",9,"contributions, internet, protocols, network, networks, networking",-1,1,-6.9820457,8.258025,7.572277,4.6465755,https://awards.acm.org/award-recipients/nishizeki_3042207,https://dblp.org/pid/n/TakaoNishizeki,https://scholar.google.com/citations?user=EErO-dUAAAAJ,Tohoku University (Emeritus Professor)
Uzi Vishkin,1996,"One of the pioneers of parallel algorithms research, Dr. Vishkin's seminal contributions played a leading role in forming and shaping what thinking in parallel has come to mean in the fundamental theory of Computer Science.",11,"computer, acm, science, contributions, computing, years",-1,8,-14.224779,29.85527,3.4251091,6.857225,https://awards.acm.org/award-recipients/vishkin_2808111,https://dblp.org/pid/v/UziVishkin,https://scholar.google.com/citations?user=1r8HluQAAAAJ,"Professor, The University of Maryland Institute for Advanced Computer Studies (UMIACS) …"
William Richards Adrion,1996,"For leadership in computing through academic and government administration, service to professional societies, and research on reliable systems, software testing and analysis.",3,"software, contributions, engineering, testing, community, analysis",-1,7,16.180483,-11.36654,2.0900407,6.3218627,https://awards.acm.org/award-recipients/adrion_1176312,,,
Alan H Barr,1995,"Prof. Barr is being recognized for his contribution to graphics, primarily for extending computer graphics shape modeling to include physically based and 'teleological' modeling.",0,"vision, contributions, computer, graphics, image, geometry",-1,8,-40.91487,1.9082216,8.662825,6.211966,https://awards.acm.org/award-recipients/barr_2699577,https://dblp.org/pid/51/687,,
Andrew C Yao,1995,"For significant research contributions in Computational Complexity, Analysis of Algorithms, Data Structures, Communication Complexity, and Cryptographic Protocols.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-9.601598,-14.25391,6.641712,4.1512804,https://awards.acm.org/award-recipients/yao_1611524,https://dblp.org/pid/y/AndrewChiChihYao,,
Anthony Oettinger,1995,For more than 42 years Professor Oettinger has served ACM and computing and led in the establishment of the national communications and information resources policy.,11,"computer, acm, science, contributions, computing, years",-1,8,-9.00654,26.802404,3.5107632,7.5722985,https://awards.acm.org/award-recipients/oettinger_1003284,https://dblp.org/pid/64/2805,,
Bertram Herzog,1995,"Dr. Herzog has been a pioneer in recognizing new ideas and applications with computing, via distributed computing, networking and computer graphics. He has had a distinguished career in research and education in academia, business, and industry.",11,"computer, acm, science, contributions, computing, years",-1,8,-15.858828,30.234964,3.5814745,6.874812,https://awards.acm.org/award-recipients/herzog_1035435,https://dblp.org/pid/72/6693,,
Chak-Kuen Wong,1995,"For contributions to the theory of mass storage systems, to the analysis and design of computer algorithms, and to the design of VLSI circuits.",8,"contributions, design, memory, computer, architecture, systems",-1,6,5.22543,30.040394,3.6503487,2.9292028,https://awards.acm.org/award-recipients/wong_1145432,https://dblp.org/pid/w/CKWong,,
Chris S Wallace,1995,"For research in a number of areas in Computer Science including fast multiplication algorithm, minimum message length principle and its applications, random number generation, computer architecture, numerical solution of ODE's, and contribution to Australian Computer Science.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-16.962957,-7.290018,7.095597,4.417956,https://awards.acm.org/award-recipients/wallace_1058015,https://dblp.org/pid/86/2899,https://scholar.google.com/citations?user=d7k7_7wAAAAJ,"Christopher (Chris) Stewart Wallace (1933-2004), Foundation Professor of Computer …"
David DeWitt,1995,"For fundamental contributions to the areas of parallel database systems, database system benchmarking, and object-oriented database systems, and for outstanding service as an educator and a technical leader.",6,"database, contributions, data, systems, management, databases",-1,0,1.295908,-29.18271,4.0625625,5.6053195,https://awards.acm.org/award-recipients/dewitt_1251768,https://dblp.org/pid/d/DJDeWitt,https://scholar.google.com/citations?user=6iBz3QgAAAAJ,"John P. Morgridge Professor, Emeritus,  University of Wisconsin.  Technical Fellow …"
David H Brandin,1995,"For his 20 years of ACM leadership, his research management in theoretical and applied computer science, and his contributions to the public use of computing.",11,"computer, acm, science, contributions, computing, years",-1,8,-6.909667,21.74372,4.065148,7.4641666,https://awards.acm.org/award-recipients/brandin_1065960,https://dblp.org/pid/82/2573,,
David S Johnson,1995,"For fundamental contributions to the theories of approximation algorithms and computational complexity, and for outstanding service to ACM.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-13.502774,-15.543249,6.9050307,4.531911,https://awards.acm.org/award-recipients/johnson_1325893,https://dblp.org/pid/198/1125,https://scholar.google.com/citations?user=LyEq7qEAAAAJ,"Visiting Professor, Columbia University Computer Science Department"
Donald Greenberg,1995,Professor Greenberg is both an expert in structural engineering and computer science. He is one of the outstanding researchers and contributors in computer graphics.,11,"computer, acm, science, contributions, computing, years",-1,8,-16.80123,30.945745,3.5645642,6.989214,https://awards.acm.org/award-recipients/greenberg_1489566,https://dblp.org/pid/g/DonaldPGreenberg,,
Daniel J Rosenkrantz,1995,"For pioneering contributions to formal languages, compiler design, algorithm analysis, databases, parallel and fault-tolerant computing and for exemplary ACM service including Editorship of JACM.",7,"contributions, parallel, distributed, computing, systems, performance",-1,18,13.474788,-0.6224212,3.4986806,5.6624885,https://awards.acm.org/award-recipients/rosenkrantz_1051721,https://dblp.org/pid/80/6105,https://scholar.google.com/citations?user=RNHJqvcAAAAJ,"Biocomplexity Institute and Initiative, University of Virginia"
Dorothy E Denning,1995,For technical leadership and professional contributions that advanced the field of computer and communications security and promoted the open exchange of ideas and information.,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,0.28556517,13.712156,6.306523,2.7880921,https://awards.acm.org/award-recipients/denning_1239516,https://dblp.org/pid/d/DorothyEDenning,,
John B Goodenough,1995,For technical contributions improving the state of the art and state of the practice of software engineering.,3,"software, contributions, engineering, testing, community, analysis",-1,7,13.532702,-15.514411,2.0393322,6.266704,https://awards.acm.org/award-recipients/goodenough_1028323,https://dblp.org/pid/84/1640,https://scholar.google.com/citations?user=U8jmzF0AAAAJ,The University of Texas at Austin
John R. White,1995,"For outstanding contributions to the advancement of computing science through his leadership in the Association for Computing Machinery (ACM), computing science research, and computing science education.",11,"computer, acm, science, contributions, computing, years",-1,2,-9.20609,20.41501,4.0101185,7.672481,https://awards.acm.org/award-recipients/white_1242262,https://dblp.org/pid/45/3037,,
Won Kim,1995,"For fundamental insights into query optimization in relational databases, support for engineering applications, and functionality and architecture of object-oriented databases, and for extensive editorial service.",6,"database, contributions, data, systems, management, databases",-1,0,2.3499353,-30.603683,4.2757573,5.3877754,https://awards.acm.org/award-recipients/kim_3331865,https://dblp.org/pid/341/3336-2,,
Edward Lazowska,1995,"For advancing the state of the art in computer systems and computer system performance analysis, and for significant technical, educational, and disciplinary leadership.",11,"computer, acm, science, contributions, computing, years",-1,18,-1.4902323,22.224154,4.134208,6.708182,https://awards.acm.org/award-recipients/lazowska_1270677,https://dblp.org/pid/l/EDLazowska,,
Edwin Catmull,1995,"Dr. Edwin E. Catmull has made many and noteworthy advances in computer graphics as an individual researcher, as an inspiring leader in the field, as a director of organizations, and as a mentor for many.",11,"computer, acm, science, contributions, computing, years",-1,8,-17.086214,29.421846,3.5142064,7.122408,https://awards.acm.org/award-recipients/catmull_1244219,https://dblp.org/pid/c/EdwinECatmull,,
Erwin Engeler,1995,"Erwin Engeler is honored for his pioneering work on the interrelations between logic, computer science and scientific computation.",11,"computer, acm, science, contributions, computing, years",-1,8,-10.472496,28.958036,3.4395597,7.4345765,https://awards.acm.org/award-recipients/engeler_1192251,https://dblp.org/pid/12/3064,,
Franco P Preparata,1995,"For significant research contributions in Computational Geometry, Parallel Algorithms, Theory of VLSI Layouts, Fault Diagnosis in Computer Systems, and Algebraic Coding Theory.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-32.23583,-7.7466,7.724633,4.7761464,https://awards.acm.org/award-recipients/preparata_1481076,https://dblp.org/pid/p/FPPreparata,https://scholar.google.com/citations?user=i6uX5zUAAAAJ,"Jean-Daniel Boissonnat, M. Yvinec, Franco P. Preparata, Michael N. Vrahatis"
Fred B Schneider,1995,"For work in semantics, methodology, and algorithms to support programming concurrent and distributed systems, particularly those intended for mission-critical settings.",4,"programming, contributions, languages, language, program, compilers",-1,18,14.174095,-0.124603234,3.3906884,4.6544175,https://awards.acm.org/award-recipients/schneider_1542224,https://dblp.org/pid/s/FredBSchneider,,
Gerard Salton,1995,For foundational and most influential contributions over 30 years to information organization and retrieval and for 25 years of distinguished service to the ACM.,11,"computer, acm, science, contributions, computing, years",-1,8,-9.697175,25.49409,3.5596433,7.5742006,https://awards.acm.org/award-recipients/salton_2316166,https://dblp.org/pid/s/GerardSalton,https://scholar.google.com/citations?user=PmJ2544AAAAJ,"Professor of Computer Science, Cornell University"
Gio Wiederhold,1995,"For seminal contributions to our understanding and use of database management systems and medical informatics, and for outstanding service to the computer science community.",6,"database, contributions, data, systems, management, databases",-1,2,-3.5197685,6.6595964,4.591196,5.757127,https://awards.acm.org/award-recipients/wiederhold_1020734,https://dblp.org/pid/w/GioWiederhold,https://scholar.google.com/citations?user=fJiGhkoAAAAJ,"Emeritus Professor of Computer Science, Electrical Enginering, & Medicine, Stanford …"
Grady Booch,1995,Booch has pioneered the development of object-oriented analysis and design methods. He has also offered seminal contributions in software architecture and reusable software components.,3,"software, contributions, engineering, testing, community, analysis",-1,8,21.19186,-28.923717,2.7277782,6.1712036,https://awards.acm.org/award-recipients/booch_2030153,https://dblp.org/pid/b/GradyBooch,,
Harold J Highland,1995,"For contributions to modeling and simulation theory, particularly the development and use of random number algorithms. For promotion of information security issues internationally. For service and leadership to ACM's SIG publications.",2,"contributions, privacy, cryptography, security, systems, computer",-1,2,-12.806143,-3.9437685,5.413937,4.3604546,https://awards.acm.org/award-recipients/highland_1042530,https://dblp.org/pid/87/5822,,
Henry Fuchs,1995,"Dr. Henry Fuchs is internationally known for his contributions to high performance, parallel display architecture. He was a pioneer who recognized the importance of parallelism for graphic processors.",8,"contributions, design, memory, computer, architecture, systems",-1,8,-15.592306,30.334393,3.582728,6.8015165,https://awards.acm.org/award-recipients/fuchs_1256775,https://dblp.org/pid/f/HenryFuchs,https://scholar.google.com/citations?user=guhwcP8AAAAJ,"Federico Gil Distinguished Professor of Computer Science, University of North Carolina"
Herbert R J Grosch,1995,"A computer pioneer who managed important space and technology projects, Grosch is respected for discovering and describing the relationship between speed and cost of computers.",11,"computer, acm, science, contributions, computing, years",-1,8,-13.129121,31.379097,3.333306,7.0959578,https://awards.acm.org/award-recipients/grosch_1000512,https://dblp.org/pid/62/2002,,
J Nievergelt,1995,"Outstanding educator, author of textbooks of exemplary clarity and innovative content. Influential contributions in data structures (trees, extendible hashing, gridfile) and software for geometry (GeoBench).",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-30.862963,-5.1093936,8.027965,5.3360286,https://awards.acm.org/award-recipients/nievergelt_1043728,https://dblp.org/pid/294/3258,,
J Turner Whitted,1995,"Dr. Turner Whitted is being recognized for his important contribution to ray tracing. Instead, he contributed what so many wish to contribute: a simple and elegant algorithm.",11,"computer, acm, science, contributions, computing, years",-1,8,-16.37717,28.037539,3.5735168,7.0764728,https://awards.acm.org/award-recipients/whitted_1831023,,,
Jayadev Misra,1995,"For significant advancements in the theory and practice of distributed computing, in particular for work on Parallel Program Design and the development and use of UNITY.",7,"contributions, parallel, distributed, computing, systems, performance",-1,18,17.146233,9.946796,3.8776402,4.2014294,https://awards.acm.org/award-recipients/misra_2575603,https://dblp.org/pid/m/JayadevMisra,https://scholar.google.com/citations?user=49uW_WcAAAAJ,University of Texas at Austin
Jeffrey D Ullman,1995,"For seminal contributions to the foundations of computer science, compiler design, database systems, as well as outstanding contributions to computer science education.",4,"programming, contributions, languages, language, program, compilers",-1,6,15.727993,-25.338093,3.1298807,5.6398067,https://awards.acm.org/award-recipients/ullman_1054360,https://dblp.org/pid/u/JeffreyDUllman,,
Kenneth W Kennedy,1995,"For outstanding contributions to the research and practice of achieving high performance on parallel computers, through innovations in programming language design and program optimization.",7,"contributions, parallel, distributed, computing, systems, performance",0,2,17.766376,5.991162,3.3182101,4.117563,https://awards.acm.org/award-recipients/kennedy_1099712,https://dblp.org/pid/05/9528,,
Lance Hoffman,1995,"Research and social impact of computing and facilitation of dialogue among concerned stakeholders, exemplified by institutionalizing within ACM the Conference on Computers, Freedom, and Privacy.",2,"contributions, privacy, cryptography, security, systems, computer",-1,12,-2.744488,12.398228,5.2707114,7.349082,https://awards.acm.org/award-recipients/hoffman_1028737,https://dblp.org/pid/89/1666,https://scholar.google.com/citations?user=n3LNFXQAAAAJ,"Distinguished Research Professor  of  Computer Science, The George …"
Larry Druffel,1995,For leadership in advancing the state of software engineering practice and technical contributions to design automation and software development environments.,3,"software, contributions, engineering, testing, community, analysis",-1,7,13.431339,-15.533925,1.8188273,6.1106796,https://awards.acm.org/award-recipients/druffel_2047611,https://dblp.org/pid/03/2428,,
Larry Snyder,1995,"For fundamental contributions to parallel computer programming, parallel computer architecture, and the theoretical foundations of computer science.",7,"contributions, parallel, distributed, computing, systems, performance",0,2,15.312569,11.342025,3.9671307,3.967172,https://awards.acm.org/award-recipients/snyder_1237882,https://dblp.org/pid/s/LawrenceSnyder,,
Lawrence Bernstein,1995,Mr. Bernstein is one of the founders of network management as a technology and as a scientific discipline. His systems currently support over 100 million customers.,11,"computer, acm, science, contributions, computing, years",-1,8,-14.496597,33.03729,3.3477051,7.188812,https://awards.acm.org/award-recipients/bernstein_2486959,https://dblp.org/pid/12/2489,https://scholar.google.com/citations?user=dMxAkNcAAAAJ,"… Event Detection Group Leader, Physics Division, Lawrence Livermore National Laboratory"
Loren C Carpenter,1995,Loren Carpenter is a pioneer in the design of algorithms for generating faster computer graphics; his images approach photographic realism. He has continued his work in large scale computer generated visuals.,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-46.31761,3.3773496,8.914389,6.350986,https://awards.acm.org/award-recipients/carpenter_1507284,https://dblp.org/pid/c/LorenCCarpenter,,
Michael R Garey,1995,For fundamental contributions to the theory of complexity and algorithms and for outstanding service to ACM.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-12.852802,-15.525257,6.4042015,4.49413,https://awards.acm.org/award-recipients/garey_1074483,https://dblp.org/pid/g/MRGarey,https://scholar.google.com/citations?user=ppjLpNYAAAAJ,Retired
Myron Ginsberg,1995,Pioneering and sustained contributions to supercomputing research and its application to the automotive industry in addition to distinguished  teaching and service in high-performance computing.,11,"computer, acm, science, contributions, computing, years",-1,6,-14.067284,27.94611,3.8854866,7.0854073,https://awards.acm.org/award-recipients/ginsberg_1241975,https://dblp.org/pid/18/133,,
Nancy Leveson,1995,Nancy Leveson is the founder of the field of software safety and has developed safety techniques that are used by industry and other researchers worldwide.,11,"computer, acm, science, contributions, computing, years",-1,8,-4.9278793,31.355238,3.1526792,6.9987507,https://awards.acm.org/award-recipients/leveson_1540475,https://dblp.org/pid/l/NGLeveson,,
Norihisa Suzuki,1995,"For contributions to object-oriented technologies by type inference for Smalltalk, microprocessor, fast interpreter, and a database, to multiprocessing by snoop cache, and to program verification.",4,"programming, contributions, languages, language, program, compilers",-1,18,32.345913,-15.729484,2.165861,4.516056,https://awards.acm.org/award-recipients/suzuki_1247055,https://dblp.org/pid/88/2836,,
Oscar Ibarra,1995,"For contributions to the design and analysis of algorithms, the theory of computation, computational complexity, and parallel computing.",1,"contributions, algorithms, complexity, computational, theory, geometry",0,2,13.516553,9.798227,4.343068,4.1119123,https://awards.acm.org/award-recipients/ibarra_1194323,https://dblp.org/pid/28/7767,https://scholar.google.com/citations?user=SLN3_44AAAAJ,University of Illinois; University of Michigan
Paul W Abrahams,1995,For his leadership as ACM President and in other offices; for contributions to programming language design and standardization; and to computing as author and lecturer.,11,"computer, acm, science, contributions, computing, years",-1,8,-8.035354,22.779392,3.739098,7.702329,https://awards.acm.org/award-recipients/abrahams_1012285,https://dblp.org/pid/22/4940,,
Paul Young,1995,For fundamental contributions to the theory of the complexity of algorithms and for a career of exceptional service to the computing research and education community.,11,"computer, acm, science, contributions, computing, years",-1,6,-6.9842935,-7.795973,4.5063357,6.801609,https://awards.acm.org/award-recipients/young_1473552,https://dblp.org/pid/295/2682,https://scholar.google.com/citations?user=Fy8lsOwAAAAJ,Brigham Young University
